"","Year","Player","Salary","Pos","Age","G","GS","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","FG%","3P%","2P%","eFG%","FT%","ORB","DRB","AST","STL","BLK","TOV","PF","PTS","bpm","team_ts","tm_ts_w_o_plyr","defense","val_shot","offense","raw_spm","exp_bpm","truetalentbpm","truetalentvorp"
"13794",2015,"Quincy Pondexter",0.0483146142857143,"SF-SG",26,75,30,23.9066666666667,9.9,0.55,0.546,0.215,3.4,9,6.2,7.7,0.6,1,9.4,13.8,2.1,0.8,2.9,0.078,0.5,-1.1,-0.7,0.6,0.421,0.373,0.478,0.522,0.74,0.706666666666667,1.89333333333333,1.25333333333333,0.253333333333333,0.32,0.68,2,7.17333333333333,0,0.537,0.535,-1.48,0.12,3.4,-0.17,0,0,1
"8810",2007,"Dwight Howard",0.108956929714183,"C",21,82,82,36.8658536585366,21.1,0.619,0.002,0.763,11.8,28.9,20.5,9.5,1.2,4.2,21.4,22.7,3.9,5.8,9.7,0.154,0.5,3.1,3.6,4.3,0.603,0.5,0.603,0.603,0.586,3.45121951219512,8.84146341463415,1.92682926829268,0.853658536585366,1.90243902439024,3.86585365853659,2.98780487804878,17.5975609756098,3.3,0.544,0.529,1,0.06,-0.25,2.78,2,2.8,3.5
"5255",2000,"Michael Stewart",0.0991549295774648,"C",24,42,1,9.26190476190476,5.4,0.432,0,0.604,9.2,18.2,13.5,2.2,0.7,3.4,20.2,9.6,-0.1,0.4,0.2,0.03,-5.9,0.1,-5.8,-0.4,0.377,0,0.377,0.377,0.563,0.785714285714286,1.45238095238095,0.142857142857143,0.119047619047619,0.452380952380952,0.404761904761905,1.92857142857143,1.38095238095238,-5.3,0.511,0.512,-0.25,-0.39,1.91,-4.75,-3.8,-4.6,0
"12120",2013,"Alec Burks",0.0375262018780143,"SG",21,64,0,17.765625,11.5,0.507,0.237,0.332,3.8,11.2,7.5,13,1.6,0.9,14.3,20.7,0.3,0.7,1,0.044,-1.4,-1.3,-2.7,-0.2,0.42,0.359,0.439,0.463,0.713,0.578125,1.6875,1.4375,0.546875,0.203125,1.15625,1.78125,7.046875,-2.4,0.533,0.535,-0.53,-0.05,-1.03,-2.96,-2,-2.3,-0.1
"1433",1993,"Chris Morris",0.11358574610245,"SF",27,77,57,29.8961038961039,17.8,0.534,0.084,0.273,10.7,10.8,10.8,7.2,3.1,1.4,10.5,20.7,3.6,3.6,7.2,0.151,1.7,1.6,3.3,3.1,0.481,0.224,0.504,0.49,0.794,2.94805194805195,2.94805194805195,1.37662337662338,1.87012987012987,0.675324675324675,1.54545454545455,2.22077922077922,14.1038961038961,3.1,0.522,0.52,1.7,-0.07,1.39,2.75,0.6,2,2.9
"5347",2000,"Sherman Douglas",0.0309859154929577,"PG",33,20,2,15.45,15.4,0.586,0.178,0.311,4.5,6,5.2,18.2,2.9,0,19,18.2,0.5,0.2,0.6,0.1,0.2,-1.4,-1.1,0.1,0.5,0.313,0.541,0.528,0.893,0.65,0.8,1.7,0.85,0,1.2,1.3,6,-1.1,0.516,0.516,0.71,0.24,0.24,-0.53,-3,-2.4,-0.1
"8358",2006,"John Salmons",0.0828079420344406,"SG",26,82,24,25.109756097561,10.7,0.508,0.167,0.384,2.7,9.8,6.3,16.7,1.8,0.5,17,16.3,0.5,1.2,1.7,0.04,-2.1,-0.9,-3,-0.5,0.42,0.299,0.445,0.445,0.775,0.585365853658537,2.09756097560976,2.71951219512195,0.890243902439024,0.158536585365854,1.52439024390244,2.17073170731707,7.54878048780488,-2.8,0.538,0.54,-0.23,0,-1.57,-2.14,-0.8,-2,0
"1391",1993,"Avery Johnson",0.0190900413617563,"PG",27,75,49,27.0666666666667,15.8,0.556,0.016,0.357,1.2,6.8,4.1,39.1,2.1,0.5,19.7,15.9,3.3,1.9,5.2,0.122,0.1,-1.9,-1.8,0.1,0.502,0,0.51,0.502,0.791,0.266666666666667,1.68,7.48,1.13333333333333,0.213333333333333,1.93333333333333,1.88,8.74666666666667,-1.9,0.555,0.555,-0.03,0.43,-4.45,-2.91,0.2,-0.8,0.4
"8951",2007,"Kris Humphries",0.0453516627718857,"PF",21,60,2,11.1666666666667,13.5,0.516,0,0.427,13.5,19.3,16.4,4.2,1.1,2.4,12.7,17.4,0.7,0.8,1.5,0.107,-2.6,-0.1,-2.7,-0.1,0.47,0,0.47,0.47,0.671,1.3,1.81666666666667,0.3,0.233333333333333,0.35,0.533333333333333,1.63333333333333,3.78333333333333,-2.4,0.55,0.551,-0.08,-0.27,0.02,-3.53,-3.2,-3,-0.1
"5699",2001,"Kenny Thomas",0.0222804705882353,"PF",23,74,21,24.5945945945946,11.2,0.507,0.198,0.271,8,18.3,13.3,6.7,1.2,1.6,18.2,16.1,0.5,1.7,2.2,0.058,-1.9,0.4,-1.5,0.2,0.443,0.272,0.485,0.47,0.722,1.64864864864865,3.98648648648649,1.04054054054054,0.540540540540541,0.581081081081081,1.56756756756757,2.40540540540541,7.13513513513514,-1.1,0.538,0.54,-0.61,-0.16,0.17,-2.3,-0.2,-0.9,0.4
"3816",1997,"Terry Porter",0.0743494423791822,"PG",33,82,20,19.1219512195122,14.5,0.544,0.445,0.37,2.4,10.9,6.6,30.2,1.8,0.5,19.7,19,1.5,1.2,2.7,0.082,0.3,-2.1,-1.8,0.1,0.416,0.335,0.482,0.491,0.765,0.378048780487805,1.76829268292683,3.59756097560976,0.658536585365854,0.134146341463415,1.5609756097561,1.26829268292683,6.92682926829268,-1.6,0.533,0.532,-0.57,0.39,-1.87,-1.26,-2,-1.9,0
"5250",2000,"Michael Finley",0.236619718309859,"SF",26,82,82,42.2439024390244,19.2,0.522,0.151,0.194,3.8,12.2,8,21.3,1.6,0.6,9.9,25.1,6.4,1.9,8.3,0.114,3,-0.7,2.4,3.8,0.457,0.401,0.467,0.487,0.82,1.48780487804878,4.82926829268293,5.34146341463415,1.32926829268293,0.390243902439024,2.39024390243902,2.08536585365854,22.6219512195122,2.2,0.532,0.534,-0.61,0.12,-0.42,2.28,2.9,2.6,3.3
"9159",2007,"Vassilis Spanoulis",0.0349451734675535,"SG",24,31,0,8.7741935483871,5.4,0.47,0.403,0.583,2.1,7.1,4.7,15.9,1.4,0.3,24.3,20.5,-0.4,0.4,-0.1,-0.01,-5.8,-1,-6.7,-0.3,0.319,0.172,0.419,0.354,0.81,0.161290322580645,0.548387096774194,0.903225806451613,0.225806451612903,0.032258064516129,0.935483870967742,1.06451612903226,2.74193548387097,-5.8,0.54,0.541,-0.82,-0.03,-3.44,-7.33,-3.1,-4.3,0
"5918",2001,"Tyrone Hill",0.155294117647059,"PF",32,76,75,31.0921052631579,12.4,0.515,0.002,0.465,11.7,21,16.4,3.3,0.8,0.8,15.2,16,2,3.5,5.5,0.111,-1.8,0.1,-1.7,0.2,0.474,0,0.474,0.474,0.63,3.14473684210526,5.89473684210526,0.631578947368421,0.486842105263158,0.355263157894737,1.67105263157895,3.18421052631579,9.57894736842105,-1.3,0.518,0.519,-1.54,-0.21,1.07,-3.03,1.3,-0.3,0.8
"5528",2001,"Dale Davis",0.164941176470588,"C",31,81,43,26.6913580246914,15.1,0.524,0.008,0.312,13.3,19.9,16.7,7.4,1.1,2.6,10.8,13.4,3.8,2.8,6.6,0.147,0.2,1.5,1.7,2,0.497,0,0.501,0.497,0.632,2.87654320987654,4.60493827160494,1.27160493827161,0.54320987654321,0.938271604938272,0.827160493827161,2.45679012345679,7.16049382716049,1.7,0.539,0.541,-0.2,-0.17,1.36,1.17,0.5,1.2,2.1
"7867",2005,"Luol Deng",0.0493721212121212,"SF",19,61,45,27.2622950819672,14.2,0.496,0.181,0.251,6.2,15.4,10.8,14.8,1.5,1.2,14.1,22.4,0.1,2.9,3,0.086,-1.2,1.8,0.6,1.1,0.434,0.265,0.472,0.458,0.741,1.50819672131148,3.77049180327869,2.21311475409836,0.786885245901639,0.442622950819672,1.9344262295082,1.60655737704918,11.655737704918,0.7,0.517,0.519,-0.35,-0.01,-1.41,-0.63,0,0.3,1.3
"13010",2014,"Jrue Holiday",0.157052168397685,"PG",23,34,34,33.6176470588235,17.1,0.505,0.17,0.139,2.8,11.8,7.2,38.9,2.6,0.9,17.9,23.3,0.8,0.7,1.5,0.064,1.5,-0.8,0.7,0.8,0.447,0.39,0.459,0.48,0.81,0.823529411764706,3.35294117647059,7.88235294117647,1.64705882352941,0.352941176470588,3.08823529411765,2.70588235294118,14.3235294117647,0.8,0.537,0.539,0.88,0.35,-4.75,1.24,0.5,0.6,1.5
"9396",2008,"Hilton Armstrong",0.0346421267893661,"C",23,65,3,11.2615384615385,7.7,0.498,0,0.473,10.1,16,13,4.4,1.1,3.6,24.8,15.1,-0.5,1,0.5,0.032,-5.1,1.8,-3.3,-0.2,0.453,0,0.453,0.453,0.629,1,1.50769230769231,0.353846153846154,0.230769230769231,0.523076923076923,0.907692307692308,2,2.73846153846154,-2.7,0.548,0.549,0.51,-0.31,-1.13,-4.54,-2.4,-2.8,-0.1
"8376",2006,"Jumaine Jones",0.018800545779618,"PF",26,76,42,27.4868421052632,12.1,0.506,0.455,0.164,5.5,16.1,10.4,5,1.7,0.8,8.6,18.3,1.2,1.8,3,0.068,-0.4,-0.8,-1.2,0.4,0.405,0.343,0.456,0.483,0.727,1.38157894736842,3.56578947368421,0.828947368421053,0.894736842105263,0.289473684210526,0.973684210526316,2.63157894736842,10.5131578947368,-1.1,0.509,0.509,-0.19,-0.06,2.45,-0.65,-0.6,-0.9,0.4
"652",1991,"Jerrod Mustaf",0.0588,"PF",21,62,5,13.3064516129032,8.3,0.503,0.004,0.382,7.3,16.1,11.8,6.2,0.9,1,18.6,17.3,-0.4,0.8,0.4,0.022,-4.5,-0.6,-5.1,-0.6,0.465,0,0.467,0.465,0.644,0.82258064516129,1.90322580645161,0.580645161290323,0.241935483870968,0.225806451612903,0.983870967741935,1.75806451612903,4.32258064516129,-4.6,0.544,0.546,-1.22,-0.22,-0.56,-5.4,-3,-3.9,0
"2250",1994,"Todd Day",0.132798797293911,"SG",24,76,39,27.9868421052632,13.5,0.488,0.175,0.392,5.9,11.2,8.4,10.7,2.5,1.7,11.5,22.8,0.6,1.5,2.1,0.047,-1.1,-0.6,-1.8,0.1,0.415,0.223,0.456,0.435,0.698,1.51315789473684,2.56578947368421,1.81578947368421,1.35526315789474,0.684210526315789,1.69736842105263,2.90789473684211,12.7105263157895,-1.7,0.512,0.515,0.96,-0.07,-0.07,0.04,-0.9,-1.3,0.2
"7126",2004,"Fred Hoiberg",0.0364713927513107,"SG",31,79,3,22.8354430379747,13.6,0.611,0.449,0.303,1.4,14.8,8.5,9,2,0.4,9.2,12.5,3.6,2.6,6.1,0.163,0.9,1,1.9,1.8,0.465,0.442,0.483,0.564,0.845,0.265822784810127,3.12658227848101,1.37974683544304,0.835443037974684,0.126582278481013,0.556962025316456,1.72151898734177,6.70886075949367,1.8,0.528,0.523,-0.32,0.19,4.2,0.95,0,1,2
"8422",2006,"Lorenzen Wright",0.06116495718453,"C",30,78,58,21.6538461538462,12.2,0.496,0.005,0.288,10.3,18,14.2,4.9,1.7,2.2,12.8,15.1,0.8,3,3.7,0.106,-3,1.6,-1.3,0.3,0.478,0,0.48,0.478,0.564,1.82051282051282,3.24358974358974,0.615384615384615,0.666666666666667,0.58974358974359,0.858974358974359,2.57692307692308,5.82051282051282,-1.2,0.537,0.54,0.55,-0.28,0.27,-1.66,-0.6,-1,0.4
"560",1991,"David Wingate",0.02,"SG",27,25,0,22.52,5.6,0.436,0.065,0.297,5,9.5,7.4,10.7,1.6,0.5,21.2,14.7,-0.6,0.7,0.1,0.007,-4.3,0.9,-3.4,-0.2,0.384,0.111,0.403,0.388,0.707,0.96,2.04,1.84,0.76,0.2,1.68,2.64,5.44,-2.8,0.544,0.546,-0.61,-0.26,-1.79,-4.19,-0.9,-1.9,0
"10623",2010,"Jawad Williams",0.00554152022603542,"PG",26,54,6,13.7407407407407,8.2,0.496,0.451,0.218,2.7,10.2,6.7,6.8,0.8,0.5,7.4,15.3,0.3,0.7,1.1,0.069,-2,-1.5,-3.5,-0.3,0.393,0.323,0.451,0.466,0.711,0.296296296296296,1.24074074074074,0.62962962962963,0.222222222222222,0.0925925925925926,0.333333333333333,1.35185185185185,4.14814814814815,-3.1,0.57,0.572,-1.5,-0.18,1.18,-4.39,-1.9,-2.6,-0.1
"12041",2012,"Shane Battier",0.0540107504651644,"SF",33,65,10,23.0615384615385,9.7,0.504,0.627,0.127,4.6,7.7,6.2,8,2.2,1.8,10.7,10.7,1.2,2.1,3.3,0.104,0.2,1.5,1.7,1.4,0.387,0.339,0.468,0.493,0.622,0.861538461538462,1.53846153846154,1.26153846153846,0.984615384615385,0.507692307692308,0.569230769230769,1.61538461538462,4.78461538461538,1.8,0.549,0.552,0.72,-0.05,2.41,1.12,-0.1,0.8,1.8
"3883",1998,"Anthony Miller",0.0158333333333333,"PF",26,37,0,6.16216216216216,16.4,0.571,0,0.75,16.1,19.9,18.1,2.2,3.6,0.9,16.8,16.9,0.3,0.4,0.8,0.159,-0.8,-0.6,-1.4,0,0.558,0,0.558,0.558,0.538,0.810810810810811,1.08108108108108,0.0810810810810811,0.405405405405405,0.0810810810810811,0.378378378378378,1.10810810810811,2.13513513513514,-1.2,0.533,0.533,1.89,-0.15,1.79,-2.11,-3.8,-3,-0.1
"9265",2008,"Bruce Bowen",0.0681663258350375,"SF",36,81,81,30.2222222222222,7,0.527,0.502,0.161,1.6,9.6,5.6,5.5,1.2,0.7,9.1,9.9,0.9,3.4,4.4,0.085,-1.6,2.1,0.4,1.5,0.407,0.419,0.394,0.512,0.652,0.407407407407407,2.48148148148148,1.12345679012346,0.666666666666667,0.271604938271605,0.567901234567901,2.18518518518519,5.96296296296296,0.6,0.543,0.544,-0.91,-0.07,3.18,-0.91,1.4,0.9,1.8
"7424",2004,"Shandon Anderson",0.166400729427855,"SG",30,80,37,24.675,10.1,0.5,0.227,0.285,3.1,9.7,6.5,10.2,1.8,0.7,15.7,17.7,0.2,1.5,1.7,0.042,-1.6,-0.1,-1.7,0.1,0.422,0.281,0.463,0.454,0.764,0.6625,2.1125,1.525,0.85,0.2125,1.475,2.275,7.9375,-1.5,0.518,0.52,-0.42,-0.07,0.05,-2.54,-0.9,-1.3,0.2
"4820",1999,"Sam Jacobson",0.0212082352941176,"PG",23,2,0,6,20.6,0.68,0.2,0.4,0,28.6,14.6,0,0,0,14.5,25.8,0,0,0,0.185,-2.8,-8.9,-11.7,0,0.6,0,0.75,0.6,1,0,1.5,0,0,0,0.5,1,4,-11.5,0.539,0.538,-3.16,0.08,4.36,-12.56,-4.7,-5.2,0
"648",1991,"Jeff Sanders",0.0308,"PF",25,3,0,14.3333333333333,8.6,0.437,0,0.143,7.8,16.5,12,3.4,1.1,1.4,6.3,15.7,0,0,0,0.022,-4.7,-1.5,-6.2,0,0.429,0,0.429,0.429,0.5,1,2,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,2,4.33333333333333,-5.9,0.526,0.526,-0.76,-0.36,0.77,-5.97,-5,-5.2,0
"4141",1998,"Jeff Hornacek",0.115166666666667,"SG",34,80,80,30.75,19.3,0.587,0.153,0.389,3.5,9.7,6.8,23.9,2.4,0.5,12,20.8,7.4,2.1,9.5,0.186,4,-0.3,3.7,3.5,0.482,0.441,0.489,0.516,0.885,0.8125,2.5625,4.3625,1.3625,0.1875,1.65,2.1875,14.2375,3.4,0.569,0.566,0.17,0.23,-0.01,2,1.6,2.7,3.4
"3716",1997,"Rasheed Wallace",0.0865828996282528,"PF",22,62,56,30.5161290322581,18.4,0.588,0.048,0.389,7.9,18.1,13.1,7.1,1.3,2.4,12.5,21.7,3.5,2.9,6.4,0.163,0.3,0.7,1,1.5,0.558,0.273,0.573,0.565,0.638,1.96774193548387,4.79032258064516,1.19354838709677,0.774193548387097,0.951612903225806,1.83870967741935,3.19354838709677,15.1290322580645,0.8,0.544,0.538,-0.18,-0.04,1.3,-0.1,1.1,1.1,2
"11281",2011,"Keith Bogans",0.0146141892357522,"SG",30,82,82,17.8170731707317,9,0.559,0.772,0.104,1.6,10.1,5.9,10.1,1.4,0.5,11.3,11.4,1.4,2.2,3.6,0.118,-0.4,0.4,0,0.7,0.404,0.38,0.486,0.55,0.656,0.231707317073171,1.57317073170732,1.23170731707317,0.463414634146341,0.109756097560976,0.5,1.3780487804878,4.3780487804878,-1.8,0.561,0.561,-0.39,-0.29,-0.36,-2.89,-0.6,-1.3,0.2
"3719",1997,"Reggie Geary",0.0101208178438662,"PG",23,39,0,6.30769230769231,8.7,0.454,0.362,0.19,2.1,5.9,4,24.7,3.1,0.7,19.3,15.8,-0.1,0.4,0.3,0.056,-3.7,-0.8,-4.4,-0.1,0.379,0.381,0.378,0.448,0.455,0.102564102564103,0.282051282051282,0.923076923076923,0.333333333333333,0.0512820512820513,0.384615384615385,0.923076923076923,1.46153846153846,-4.1,0.531,0.532,1.17,0.1,-2.96,-4.46,-4,-4.1,0
"13362",2015,"Boris Diaw",0.1,"PF",32,81,15,24.4938271604938,12.7,0.526,0.267,0.147,4.5,15.2,10,17.9,0.9,0.9,15.8,18.3,1.3,2.3,3.6,0.088,-0.6,0.7,0.1,1.1,0.46,0.32,0.512,0.503,0.774,0.962962962962963,3.33333333333333,2.87654320987654,0.444444444444444,0.283950617283951,1.55555555555556,1.82716049382716,8.74074074074074,0.1,0.555,0.558,-1.27,0.03,-1.71,-1.4,0.4,0.2,1.2
"10109",2009,"LeBron James",0.273482010398614,"SF",24,81,81,37.7037037037037,31.7,0.591,0.238,0.472,4.3,19,11.9,38,2.4,2.4,11,33.8,13.7,6.5,20.3,0.318,9.4,3.6,13,11.6,0.489,0.344,0.535,0.53,0.78,1.30864197530864,6.25925925925926,7.24691358024691,1.69135802469136,1.14814814814815,2.97530864197531,1.71604938271605,28.4444444444444,12.2,0.56,0.549,1.5,0.52,2.21,11.85,3.5,8.7,7.7
"11383",2011,"Nate Robinson",0.0775273930121976,"PG",26,59,11,17.1694915254237,10,0.507,0.532,0.117,1.9,8.6,5.5,17.8,1.5,0.3,14.7,21.9,-0.4,1.5,1.1,0.051,-0.7,-1,-1.7,0.1,0.399,0.325,0.483,0.485,0.818,0.254237288135593,1.27118644067797,1.88135593220339,0.491525423728814,0.0677966101694915,1.15254237288136,1.94915254237288,6.79661016949153,-4,0.528,0.529,0.64,-0.23,-0.79,-3.55,-3,-3.5,0
"831",1991,"Shawn Kemp",0.0344,"PF",21,81,66,30.1481481481481,17.6,0.551,0.013,0.48,12.9,20.5,16.6,8.5,1.6,3.3,15.5,22.4,3.1,3,6.1,0.121,0.8,1.1,1.9,2.4,0.508,0.167,0.513,0.509,0.661,3.2962962962963,5.08641975308642,1.77777777777778,0.950617283950617,1.51851851851852,2.49382716049383,3.93827160493827,14.9876543209877,1.9,0.542,0.541,0.88,-0.07,-0.26,1.42,0.7,1.4,2.4
"6282",2002,"Mike James",0.0127246653919694,"PG",26,15,0,7.93333333333333,9.4,0.456,0.488,0.163,2,11.7,6.9,27.7,2.8,0.6,22,23.7,-0.2,0.2,0,0.004,-2.6,-0.3,-2.9,0,0.349,0.381,0.318,0.442,0.571,0.133333333333333,0.8,1.26666666666667,0.4,0.0666666666666667,0.866666666666667,1.13333333333333,2.8,-2.3,0.501,0.501,0.85,0.26,-3.59,-3.27,-4.5,-4.1,0
"10387",2010,"Andrei Kirilenko",0.307060161256977,"SF",28,58,35,28.9827586206897,18.2,0.588,0.185,0.485,5.5,12.9,9.3,14,2.5,3.4,11.9,17.7,3.3,2.7,6,0.171,1.6,2.9,4.5,2.8,0.506,0.292,0.555,0.533,0.744,1.31034482758621,3.24137931034483,2.72413793103448,1.43103448275862,1.22413793103448,1.36206896551724,1.75862068965517,11.8620689655172,4.1,0.565,0.564,2.18,0.06,0.6,3.78,1,2.8,3.5
"6837",2003,"Rodney White",0.0444251824817518,"SG",22,72,19,21.7083333333333,9.8,0.469,0.21,0.196,3.1,13.3,7.9,15,1.5,1.6,18.4,24.2,-2.1,1.8,-0.4,-0.011,-3.9,-0.5,-4.4,-1,0.408,0.239,0.452,0.433,0.784,0.597222222222222,2.36111111111111,1.68055555555556,0.625,0.444444444444444,2.16666666666667,1.86111111111111,9.02777777777778,-4.1,0.469,0.469,-0.24,0.05,-1.68,-2.96,-2.4,-3.4,0
"9165",2007,"Wally Szczerbiak",0.229642279345677,"SF",29,32,19,28.125,14.8,0.54,0.273,0.325,2.1,11.2,6.5,11.3,1,0.3,10.9,25,1,0.5,1.6,0.083,0.1,-2.8,-2.7,-0.1,0.415,0.415,0.415,0.472,0.897,0.5,2.5625,1.71875,0.5625,0.09375,1.6875,2.03125,14.96875,-2.6,0.53,0.529,-1.32,0.02,0.63,-2.31,-0.9,-1.7,0.1
"12956",2014,"Jason Thompson",0.0957345595813843,"PF",27,82,61,24.4756097560976,11.1,0.523,0,0.292,8.5,21.3,14.8,4.1,0.8,2.3,14.5,14.4,0.9,1.7,2.7,0.064,-3,0.5,-2.5,-0.3,0.506,0,0.506,0.506,0.579,1.86585365853659,4.5609756097561,0.646341463414634,0.390243902439024,0.682926829268293,1.15853658536585,3.0609756097561,7.14634146341463,-5.3,0.536,0.536,1.35,-0.38,-4.69,-6.2,-3.9,-4.3,0
"8253",2006,"Dijon Thompson",0.00167687964618425,"SG",22,10,0,4.3,22,0.541,0.44,0.08,10.6,17.7,14.2,3.9,3.5,1.6,7.2,29.1,0.1,0.1,0.1,0.146,1.5,-2.5,-1.1,0,0.44,0.364,0.5,0.52,1,0.4,0.7,0.1,0.3,0.1,0.2,0.6,2.8,-0.9,0.568,0.569,2.49,-0.13,0.49,-2.23,-4.1,-3.6,0
"1651",1993,"Marty Conlon",0.0159083678014636,"C",25,46,0,10.1521739130435,15.9,0.53,0.023,0.474,11,18.6,14.6,11.7,1.3,0.7,11.9,20.5,0.6,0.4,1,0.105,-0.8,-1.3,-2.1,0,0.474,0,0.485,0.474,0.704,1.04347826086957,1.6304347826087,0.804347826086957,0.282608695652174,0.108695652173913,0.608695652173913,0.934782608695652,4.76086956521739,-2,0.53,0.53,-0.93,-0.04,0.17,-1.51,-4,-3.2,0
"8151",2006,"Ben Wallace",0.301119789216148,"C",31,82,82,35.2439024390244,17.5,0.501,0.009,0.637,12.2,25.9,19,8.2,2.8,4.6,12.9,11.2,3.3,6.9,10.1,0.168,-0.6,6.4,5.8,5.7,0.51,0,0.514,0.51,0.416,3.67073170731707,7.58536585365854,1.92682926829268,1.78048780487805,2.20731707317073,1.07317073170732,2,7.28048780487805,5.5,0.535,0.538,3.21,-0.21,0.87,5.23,2.6,4.3,4.6
"3850",1997,"Walt Williams",0.139405204460967,"SF",26,73,73,36.2602739726027,14.9,0.551,0.445,0.247,4.4,12,8.1,13,1.9,1.9,13.8,21.4,3.3,2.1,5.4,0.098,1.6,-0.4,1.2,2.1,0.427,0.4,0.448,0.516,0.765,1.41095890410959,3.61643835616438,2.6986301369863,1.32876712328767,0.849315068493151,2.38356164383562,3.86301369863014,16.4246575342466,1.1,0.521,0.516,0.3,0.15,1.78,2.52,1.3,1.3,2.3
"857",1991,"Tim Hardaway",0.0512,"PG",24,82,82,39.2073170731707,20.9,0.547,0.162,0.246,3,8.4,5.7,36.8,3.1,0.2,13.6,24.7,7.4,2.5,9.9,0.148,4.7,-0.7,4,4.9,0.476,0.385,0.494,0.508,0.803,1.0609756097561,2.98780487804878,9.67073170731707,2.60975609756098,0.146341463414634,3.29268292682927,2.78048780487805,22.9390243902439,3.8,0.558,0.561,1.11,0.41,-1.69,3.83,2.6,3.4,3.9
"13030",2014,"Kevin Martin",0.107706334734005,"SG",30,68,68,32.0147058823529,16.3,0.553,0.29,0.332,1.7,8.7,5.1,9.2,1.5,0.2,8.3,25,3.8,1.5,5.3,0.117,1.4,-2,-0.6,0.8,0.43,0.387,0.448,0.486,0.891,0.5,2.48529411764706,1.77941176470588,0.970588235294118,0.0882352941176471,1.55882352941176,1.80882352941176,19.0882352941176,-0.6,0.535,0.532,-0.87,-0.01,1.36,-1.23,1.3,0.3,1.3
"3417",1997,"David Vaughn",0.0257933085501859,"PF",23,35,6,8.51428571428571,10.3,0.475,0,0.417,13.4,24.2,18.7,3.8,1.5,3.9,25.4,17.7,-0.4,0.5,0.1,0.019,-6.8,0.8,-6,-0.3,0.431,0,0.431,0.431,0.633,1,1.71428571428571,0.2,0.228571428571429,0.428571428571429,0.828571428571429,1.22857142857143,2.31428571428571,-5.4,0.524,0.525,0.86,-0.31,-1.69,-5.78,-4,-4.7,0
"5634",2001,"Howard Eisley",0.1125,"SG",28,82,40,29.5853658536585,11.7,0.507,0.399,0.187,1.1,7.8,4.5,18.2,2.1,0.4,12.3,15.6,2.4,2,4.4,0.087,0.7,-0.4,0.3,1.4,0.393,0.398,0.389,0.472,0.825,0.280487804878049,2.1219512195122,3.59756097560976,1.20731707317073,0.146341463414634,1.24390243902439,2.65853658536585,9.03658536585366,0.4,0.544,0.548,-0.12,0.08,-0.13,-1.03,1.1,0.7,1.6
"312",1990,"Orlando Woolridge",0.0678123157274029,"SF",30,62,2,22.9193548387097,17.6,0.601,0.009,0.436,4.1,10.6,7.5,10.4,1.4,1.9,10,21.9,3.3,1.5,4.8,0.161,1.2,-0.5,0.6,0.9,0.556,0,0.561,0.556,0.733,0.790322580645161,2.19354838709677,1.54838709677419,0.629032258064516,0.741935483870968,1.17741935483871,2.58064516129032,12.7096774193548,0.4,0.562,0.559,-0.06,0.03,1.66,-0.26,0,0.3,1.3
"2845",1996,"Clifford Robinson",0.120018060173213,"SF",29,78,76,38.2051282051282,16.3,0.532,0.361,0.415,4.7,12.2,8.5,10.9,1.5,1.7,11.2,25.6,3.9,4.2,8,0.13,1.7,0.4,2.1,3.1,0.423,0.378,0.449,0.492,0.664,1.57692307692308,4.1025641025641,2.43589743589744,1.1025641025641,0.871794871794872,2.48717948717949,3.17948717948718,21.0769230769231,2,0.528,0.527,-0.19,0.03,1.06,1.16,2.5,2.3,3.1
"5762",2001,"Maurice Taylor",0.152941176470588,"SF",24,69,69,28.5797101449275,14.9,0.518,0.005,0.203,6.6,15.4,11.1,9.7,0.8,1.3,12.6,23.2,1.8,1.4,3.2,0.077,-1.2,-1.1,-2.2,-0.1,0.489,0,0.492,0.489,0.735,1.57971014492754,3.89855072463768,1.50724637681159,0.405797101449275,0.550724637681159,1.81159420289855,3.01449275362319,13.0289855072464,-2.1,0.538,0.541,-1.27,-0.14,-1.32,-3.05,0.6,-0.9,0.4
"7251",2004,"LeBron James",0.0984809664919079,"SG",19,79,79,39.5189873417722,18.3,0.488,0.145,0.308,3.5,11.8,7.6,27.8,2.2,1.3,13.9,28.2,2.4,2.6,5.1,0.078,2.2,-0.2,1.9,3.1,0.417,0.29,0.438,0.438,0.754,1.25316455696203,4.21518987341772,5.88607594936709,1.64556962025316,0.734177215189873,3.45569620253165,1.88607594936709,20.9367088607595,1.9,0.498,0.501,0.41,0.22,-1.85,2.5,1.9,1.9,2.8
"8018",2005,"Shawn Bradley",0.0909090909090909,"C",32,77,14,11.4935064935065,11,0.494,0,0.339,9,17.8,13.5,2.5,1.5,5.3,13.4,12.5,0.4,1.5,1.9,0.102,-3.4,2.4,-1,0.2,0.452,0,0.452,0.452,0.683,0.909090909090909,1.87012987012987,0.194805194805195,0.324675324675325,0.818181818181818,0.428571428571429,1.98701298701299,2.74025974025974,-1,0.545,0.546,1.83,-0.33,1.31,-2.53,-2.3,-1.7,0.1
