"","Year","Player","Salary","Pos","Age","G","GS","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","FG%","3P%","2P%","eFG%","FT%","ORB","DRB","AST","STL","BLK","TOV","PF","PTS","bpm","team_ts","tm_ts_w_o_plyr","defense","val_shot","offense","raw_spm","exp_bpm","truetalentbpm","truetalentvorp"
"723",1991,"Mahmoud Abdul-Rauf",0.16064,"PG",21,67,19,22.4626865671642,12.2,0.448,0.099,0.097,1.9,6,3.8,19.2,1.5,0.1,9.5,27.2,-0.7,-0.3,-1,-0.031,-1.7,-4.4,-6.1,-1.6,0.413,0.24,0.432,0.425,0.857,0.507462686567164,1.29850746268657,3.07462686567164,0.82089552238806,0.0597014925373134,1.64179104477612,2.22388059701493,14.0597014925373,-5.8,0.498,0.504,-0.95,0.01,-1.68,-4.3,-2.3,-4.2,0
"1534",1993,"Horace Grant",0.124085268851416,"PF",27,77,77,35.6493506493507,17.5,0.534,0.006,0.339,13.9,16.9,15.3,10.1,1.7,2.3,10.4,16.7,5.4,3.7,9.1,0.159,1.8,1.9,3.7,3.9,0.508,0.2,0.51,0.508,0.619,4.42857142857143,5.03896103896104,2.61038961038961,1.15584415584416,1.24675324675325,1.42857142857143,2.83116883116883,13.2077922077922,3.6,0.535,0.535,0.42,-0.07,1.04,3.88,2.6,3.1,3.7
"10544",2010,"Eric Maynor",0.0244262972917097,"PG",22,81,2,15.6666666666667,11.8,0.478,0.193,0.196,2,9.6,5.9,31.5,1.6,0.6,17.5,17.1,0.5,1.4,1.9,0.071,-2,-1.4,-3.3,-0.4,0.418,0.31,0.444,0.448,0.722,0.259259259259259,1.33333333333333,3.28395061728395,0.493827160493827,0.123456790123457,1.04938271604938,1.41975308641975,4.71604938271605,-3,0.548,0.549,-0.51,0.19,-4.22,-3.78,-1.8,-2.4,-0.1
"5288",2000,"Rafer Alston",0.0119295774647887,"PG",23,27,0,13.3703703703704,4.3,0.31,0.147,0.042,1.6,5.8,3.7,26.8,1.7,0,23.1,15.5,-0.7,0,-0.7,-0.095,-6,-3.4,-9.5,-0.7,0.284,0.214,0.296,0.3,0.75,0.185185185185185,0.666666666666667,2.59259259259259,0.444444444444444,0,1.07407407407407,1.07407407407407,2.22222222222222,-8.6,0.539,0.542,-0.8,-0.23,-6.95,-9.53,-3.1,-5.5,0
"6905",2003,"Troy Hudson",0.0479014598540146,"PG",26,79,74,32.9113924050633,15.2,0.531,0.278,0.242,1.9,6,4,27,1.2,0.2,14.7,21.6,4,1.1,5.1,0.094,1.8,-2.8,-1,0.6,0.428,0.365,0.452,0.479,0.9,0.531645569620253,1.78481012658228,5.72151898734177,0.759493670886076,0.0886075949367089,2.30379746835443,2.0253164556962,14.2151898734177,-0.8,0.528,0.528,-1.36,0.28,-1.2,-1.67,1.5,0.1,1.1
"902",1992,"A.J. English",0.029,"SG",24,81,6,20.5555555555556,12.5,0.48,0.04,0.208,4.8,6.3,5.5,13.7,0.9,0.3,8.8,25.6,0.1,0.7,0.9,0.025,-2,-3.4,-5.4,-1.4,0.433,0.176,0.443,0.436,0.841,0.91358024691358,1.16049382716049,1.76543209876543,0.395061728395062,0.111111111111111,1.09876543209877,1.97530864197531,10.9382716049383,-5.1,0.514,0.519,-1.66,-0.07,-1.07,-4.26,-2.1,-3.7,0
"12913",2014,"Hollis Thompson",0.0129466740664394,"SF",22,77,41,22.6233766233766,9.5,0.57,0.449,0.196,4.4,11.2,7.7,6.1,1.5,0.5,12.9,11.3,1.4,0.6,2,0.055,-1.8,-1.2,-3,-0.4,0.46,0.401,0.507,0.55,0.712,0.948051948051948,2.25974025974026,0.948051948051948,0.688311688311688,0.155844155844156,0.779220779220779,1.87012987012987,5.98701298701299,-3,0.51,0.507,-0.71,0.07,3.49,-0.07,-2.5,-2.8,-0.1
"6992",2004,"Brian Cardinal",0.111762024162298,"PF",26,76,11,21.5,19.4,0.626,0.266,0.582,6.9,15,10.9,10.7,2.2,0.9,12.6,18.9,5.5,1.7,7.2,0.212,3.2,0.2,3.4,2.2,0.472,0.444,0.482,0.531,0.878,1.31578947368421,2.85526315789474,1.35526315789474,0.868421052631579,0.263157894736842,1.10526315789474,2.71052631578947,9.64473684210526,3,0.516,0.507,0.19,0.23,3.69,2.91,-1.2,1.1,2.1
"1003",1992,"David Wingate",0.00921428571428571,"SG",28,81,72,26.2592592592593,11.5,0.501,0.031,0.255,4,10,6.9,16.1,2.8,0.6,16.3,15.1,0.1,2.2,2.4,0.054,-2.2,1.2,-1,0.5,0.465,0.056,0.478,0.466,0.719,0.987654320987654,2.33333333333333,3.04938271604938,1.51851851851852,0.259259259259259,1.53086419753086,2,7.87654320987654,-1,0.514,0.515,0.88,0.02,-0.67,0.05,-0.9,-1,0.4
"6584",2003,"Donyell Marshall",0.10504552919708,"PF",29,78,53,30.4871794871795,18.4,0.513,0.095,0.241,11,21.3,16.2,10,2,2.6,11.7,21.5,3,3.1,6,0.122,0.6,1.2,1.8,2.3,0.459,0.379,0.467,0.477,0.756,3,5.96153846153846,1.75641025641026,1.21794871794872,1.08974358974359,1.73076923076923,3,13.3589743589744,1.5,0.512,0.512,0.92,-0.07,0.02,2.01,-0.2,0.8,1.8
"4619",1999,"Greg Foster",0.0471723823529412,"PF",30,42,1,10.9047619047619,6.3,0.401,0.029,0.152,8.1,13.6,11.1,9.4,0.7,1.3,14,17.9,-0.4,0.5,0.1,0.011,-4.9,-0.3,-5.1,-0.4,0.377,0.25,0.381,0.38,0.619,0.666666666666667,1.30952380952381,0.595238095238095,0.142857142857143,0.19047619047619,0.571428571428571,1.5,2.80952380952381,-4.5,0.544,0.55,-1.59,-0.39,-2.91,-6.63,-2.5,-3.6,0
"13306",2015,"Alan Anderson",0.0571428571428571,"SG",32,74,19,23.5675675675676,10.6,0.563,0.477,0.23,2,11.1,6.6,7.2,1.7,0.2,11,14.2,1.7,1.1,2.7,0.075,0,-0.5,-0.5,0.6,0.443,0.348,0.53,0.526,0.812,0.418918918918919,2.33783783783784,1.12162162162162,0.756756756756757,0.0675675675675676,0.810810810810811,2,7.36486486486486,-0.5,0.529,0.526,-0.63,0.04,2.88,-0.67,-1.3,-0.9,0.4
"6281",2002,"Mike Bibby",0.211070000744953,"PG",23,80,80,33.2375,14.9,0.513,0.14,0.196,1.5,7.3,4.5,23,1.6,0.4,11.1,19.7,3.7,2.6,6.3,0.113,0.4,-0.8,-0.4,1.1,0.453,0.37,0.466,0.479,0.803,0.4625,2.3125,5.0375,1.0875,0.1875,1.675,1.6625,13.725,-0.3,0.54,0.544,-0.76,0.1,-1.46,-1.66,2.3,0.9,1.8
"12374",2013,"JaVale McGee",0.183200122701478,"C",25,79,0,18.1392405063291,20.7,0.589,0.002,0.353,12.6,17.1,14.9,2.7,1.1,8.5,12.9,21.1,2.7,2.2,4.9,0.163,-0.5,2,1.5,1.2,0.575,1,0.574,0.576,0.591,2,2.82278481012658,0.30379746835443,0.379746835443038,1.9873417721519,1.13924050632911,2.32911392405063,9.07594936708861,-3.3,0.507,0.507,0.26,-0.17,0.24,-0.97,-4.3,-3.9,0
"13579",2015,"JaVale McGee",0.171428571428571,"C",27,23,0,11.1304347826087,14.4,0.567,0,0.418,7.3,18.9,12.9,2,0.4,6.1,16.1,18.9,0.1,0.3,0.4,0.071,-5.3,-0.3,-5.6,-0.2,0.532,0,0.532,0.532,0.667,0.782608695652174,1.8695652173913,0.130434782608696,0.0869565217391304,0.869565217391304,0.782608695652174,1.30434782608696,4.60869565217391,-4,0.518,0.517,1.79,-0.12,1.84,-4.16,-4,-4,0
"2557",1995,"Lamond Murray",0.104347826086957,"SF",21,81,61,31.5555555555556,11.6,0.472,0.199,0.242,5.7,10.9,8.1,8.7,1.4,1.6,11.9,23.4,-1.4,1.1,-0.3,-0.006,-2.4,-1.3,-3.8,-1.1,0.402,0.298,0.427,0.431,0.754,1.62962962962963,2.74074074074074,1.64197530864198,0.888888888888889,0.679012345679012,2.01234567901235,2.22222222222222,14.0987654320988,-3.5,0.508,0.514,-0.42,-0.15,-0.76,-2.18,-0.5,-2.2,0
"12362",2013,"Jarvis Varnado",0.013443855553094,"PF",24,13,0,4.46153846153846,1.2,0.457,0,0.571,4.4,14,9.4,7.2,0.9,2.8,40.7,12.1,-0.1,0.1,-0.1,-0.059,-8.2,1.3,-6.9,-0.1,0.429,0,0.429,0.429,0.5,0.153846153846154,0.538461538461538,0.230769230769231,0.0769230769230769,0.153846153846154,0.461538461538462,0.769230769230769,0.615384615384615,-3,0.542,0.542,-0.26,-0.31,2.28,-3.45,-3.7,-3.6,0
"5287",2000,"Raef LaFrentz",0.0836856338028169,"C",23,81,80,30.0617283950617,16.3,0.512,0.208,0.268,7.5,21.2,14.3,6.5,0.9,5,8.9,19.3,2.9,3,5.9,0.116,-0.7,1.2,0.6,1.6,0.446,0.328,0.477,0.48,0.686,2.09876543209877,5.81481481481481,1.19753086419753,0.518518518518518,2.22222222222222,1.18518518518519,3.60493827160494,12.4197530864198,0.3,0.517,0.518,0.85,-0.1,1.61,0.93,0.2,0.4,1.4
"9033",2007,"Nenad Krstic",0.0339701599856193,"C",23,26,26,32.6153846153846,16.9,0.566,0.003,0.375,7.1,17.3,12.2,10.2,0.6,2.2,12.1,23.5,1.1,0.9,1.9,0.109,-1.2,-0.3,-1.5,0.1,0.526,0,0.528,0.526,0.711,1.96153846153846,4.80769230769231,1.76923076923077,0.384615384615385,0.923076923076923,2,3.38461538461538,16.3846153846154,-1.6,0.546,0.545,-0.81,-0.06,-0.31,-0.79,0.3,-0.5,0.6
"862",1991,"Todd Lichti",0.0452,"SG",24,29,25,29.6551724137931,13.6,0.496,0.124,0.183,4.9,7.7,6.1,10.5,2.3,0.5,7.5,18.1,0.9,0.1,1,0.055,0,-1.3,-1.2,0.2,0.439,0.298,0.459,0.458,0.855,1.68965517241379,2.17241379310345,2.48275862068966,1.58620689655172,0.275862068965517,1.13793103448276,2.24137931034483,13.9655172413793,-1.4,0.498,0.498,0.27,-0.03,1.68,0.59,-1.3,-1.3,0.2
"2821",1996,"Charles Smith",0.146000082091696,"PG",28,8,0,4.875,-2.2,0.276,0.3,0.2,0,15.3,7.7,22.8,1.3,0,31.5,18,-0.2,0,-0.2,-0.212,-10.6,-2.1,-12.7,-0.1,0.3,0,0.429,0.3,0,0,0.625,0.75,0.125,0,0.625,0.875,0.75,-4.2,0.55,0.556,0.74,-0.39,-2.9,-5.23,-1,-2.7,-0.1
"2959",1996,"Gheorghe Muresan",0.0969913393260272,"C",24,76,76,29.5,21,0.6,0.001,0.348,13.3,24.7,19.1,4.2,1.2,5.5,13.4,21.2,4.3,3.8,8,0.172,0,1.4,1.5,2,0.584,0,0.585,0.584,0.619,3.26315789473684,6.31578947368421,0.736842105263158,0.684210526315789,2.26315789473684,1.88157894736842,3.90789473684211,14.5263157894737,1.1,0.558,0.552,1.45,-0.11,1.27,0.64,0.5,1,2
"13906",2015,"Trevor Booker",0.0682142857142857,"PF",27,79,5,19.7974683544304,15.3,0.536,0.181,0.319,10.3,19,14.7,9,1.5,2.1,14.3,18.1,1.7,1.9,3.6,0.11,-0.6,0.7,0.2,0.9,0.487,0.345,0.518,0.518,0.581,1.75949367088608,3.26582278481013,1.05063291139241,0.544303797468354,0.518987341772152,1.11392405063291,1.82278481012658,7.17721518987342,0.2,0.531,0.531,0.12,-0.08,0.14,0.05,-1.5,-0.6,0.6
"2302",1995,"Alton Lister",0.0130434782608696,"C",36,60,32,12.9333333333333,10.2,0.507,0.007,0.522,10.1,27,18.3,2.3,1.1,5.5,18.7,11.6,0,1,1,0.062,-5.5,1.4,-4,-0.4,0.493,0,0.496,0.493,0.5,1.11666666666667,2.81666666666667,0.2,0.266666666666667,0.95,0.633333333333333,2.43333333333333,2.78333333333333,-4.1,0.537,0.538,1.27,-0.29,1.98,-3.26,-3.6,-3.8,0
"8719",2007,"Bobby Jones",0.0123576487506741,"SF",23,44,5,7.63636363636364,9.4,0.495,0.097,0.441,7.9,12.5,10.2,7.8,1.7,0.2,13.9,17.7,0,0.3,0.3,0.045,-2.8,-1.3,-4.1,-0.2,0.462,0.111,0.5,0.468,0.561,0.5,0.795454545454545,0.363636363636364,0.25,0.0227272727272727,0.409090909090909,1.34090909090909,2.5,-3.7,0.53,0.53,-0.5,-0.19,-0.35,-3.94,-4.6,-4.4,0
"12108",2012,"Zach Randolph",0.284267107711391,"PF",30,28,8,26.25,17.9,0.5,0.028,0.309,12.1,23.9,17.9,11.2,1.5,0.4,11,22.4,1,1.1,2.1,0.135,-0.1,0.1,0.1,0.4,0.463,0.25,0.469,0.467,0.659,2.78571428571429,5.25,1.71428571428571,0.75,0.142857142857143,1.42857142857143,2.03571428571429,11.5714285714286,0.2,0.515,0.516,-0.91,-0.11,-1.04,-0.18,-0.3,-0.1,0.9
"2836",1996,"Chris Mullin*",0.116734392316217,"SF",32,55,19,29.4,16.7,0.602,0.278,0.297,3.1,8.3,5.7,19.8,2.4,1.4,16.7,19.7,2.9,1.1,4,0.117,2.2,-0.3,1.8,1.6,0.499,0.393,0.54,0.554,0.856,0.8,2.09090909090909,3.52727272727273,1.36363636363636,0.581818181818182,2.21818181818182,2.30909090909091,13.3454545454545,1.6,0.539,0.534,0.78,0.28,0.77,1.87,0,0.9,1.9
"3275",1996,"Walt Williams",0.0101588474325822,"SF",25,73,73,29.7123287671233,15.8,0.547,0.363,0.287,5.3,11.7,8.5,18.3,2,2,14.2,21.7,2.6,2.5,5.1,0.112,1.9,0.9,2.7,2.6,0.444,0.389,0.476,0.515,0.703,1.35616438356164,3.01369863013699,3.15068493150685,1.16438356164384,0.794520547945205,2.06849315068493,3.26027397260274,13.6301369863014,2.3,0.54,0.541,0.75,0.16,-0.56,2.25,0,1.2,2.2
"6619",2003,"Gerald Wallace",0.0209288321167883,"SF",20,47,7,12.1489361702128,12.5,0.51,0.022,0.404,7.5,16,12,6.1,2.1,1.7,17,20.1,-0.1,1,0.9,0.074,-3.9,0.6,-3.3,-0.2,0.492,0.25,0.497,0.495,0.527,0.808510638297872,1.91489361702128,0.48936170212766,0.51063829787234,0.319148936170213,0.936170212765957,1.4468085106383,4.68085106382979,-2.9,0.535,0.536,0.57,-0.21,-1.18,-4.38,-2.1,-2.6,-0.1
"5698",2001,"Kenny Anderson",0.196470588235294,"PG",30,33,28,25.7272727272727,12.2,0.476,0.145,0.313,2.1,8.2,5,26.5,2.7,0.2,16.8,16.6,0.4,0.7,1.1,0.063,-2,-1.3,-3.2,-0.3,0.388,0.333,0.397,0.412,0.831,0.484848484848485,1.72727272727273,4.06060606060606,1.33333333333333,0.0606060606060606,1.57575757575758,1.87878787878788,7.45454545454545,-3.2,0.521,0.522,0.53,0.14,-2.93,-1.98,-1.1,-2.1,0
"1594",1993,"Kenny Smith",0.136811963092587,"PG",27,82,82,29.5365853658537,17.1,0.633,0.294,0.298,1.4,5.8,3.7,27.5,1.7,0.2,16.2,18.3,6,2.1,8.2,0.162,2.6,-2,0.6,1.6,0.52,0.438,0.554,0.585,0.878,0.341463414634146,1.60975609756098,5.4390243902439,0.975609756097561,0.0853658536585366,1.98780487804878,1.34146341463415,12.9878048780488,0.5,0.557,0.547,-0.69,0.48,0.63,0.13,1,0.8,1.7
"13622",2015,"Jordan Farmar",0.00273508571428571,"PG",28,36,0,14.6944444444444,9.9,0.513,0.614,0.07,1.7,7.1,4.5,18,1.9,0.8,16.4,16.6,0.2,0.4,0.6,0.053,-0.7,-1.3,-2,0,0.386,0.361,0.426,0.497,0.909,0.222222222222222,0.944444444444444,1.86111111111111,0.555555555555556,0.138888888888889,0.888888888888889,1.44444444444444,4.63888888888889,-2,0.565,0.566,-0.06,0.09,-1.01,-3.03,-1.7,-1.8,0
"7084",2004,"Desmond Mason",0.148840437656713,"SF",26,82,31,30.9024390243902,15.7,0.552,0.045,0.534,4.2,11.9,8,10.2,1.2,0.7,12.1,21.8,4.4,1.2,5.7,0.107,0.7,-1,-0.3,1.1,0.472,0.231,0.483,0.477,0.769,1.13414634146341,3.24390243902439,1.85365853658537,0.731707317073171,0.292682926829268,1.80487804878049,2.32926829268293,14.4268292682927,-0.3,0.528,0.524,-1.17,-0.03,0.55,-1.61,0.8,0.2,1.2
"5123",2000,"Greg Ostertag",0.146478873239437,"C",26,81,3,19.8271604938272,13.5,0.525,0.004,0.7,13.3,23,18.3,1.7,0.7,8.2,18.4,12.3,1.2,3,4.2,0.124,-3.2,3.5,0.3,0.9,0.464,0,0.466,0.464,0.636,2.12345679012346,3.82716049382716,0.222222222222222,0.246913580246914,2.12345679012346,0.975308641975309,2.41975308641975,4.53086419753086,0.3,0.54,0.541,2.3,-0.26,1.97,-0.99,-0.8,-0.3,0.8
"12881",2014,"Garrett Temple",0.0155567113295806,"SG",27,75,0,8.50666666666667,7.8,0.431,0.206,0.305,3.8,8.7,6.2,15.8,2.8,1.4,20.8,14.3,-0.5,0.9,0.3,0.025,-4.6,1,-3.7,-0.3,0.362,0.207,0.402,0.383,0.698,0.28,0.626666666666667,0.96,0.466666666666667,0.146666666666667,0.56,0.96,1.84,-3.3,0.538,0.54,1.4,-0.18,-2.83,-3.42,-3.8,-3.7,0
"4225",1998,"Mark Hendrickson",0.0141666666666667,"PF",23,48,1,15.3541666666667,9.4,0.468,0.034,0.383,4.9,17,10.8,8.3,1.8,0.8,15.1,12.4,0,0.7,0.8,0.049,-4.3,0.6,-3.7,-0.3,0.389,0,0.403,0.389,0.825,0.6875,2.29166666666667,0.854166666666667,0.541666666666667,0.1875,0.645833333333333,1.25,3.39583333333333,-3.7,0.502,0.503,-0.42,-0.18,0.95,-2.81,-3.5,-3.6,0
"5714",2001,"Kobe Bryant",0.264705882352941,"SG",22,68,68,40.9264705882353,24.5,0.552,0.132,0.369,4.3,11.8,8.1,23,2.1,1.1,11.1,31.8,9.2,2.2,11.3,0.196,5.3,-1,4.2,4.4,0.464,0.305,0.489,0.484,0.853,1.52941176470588,4.33823529411765,4.97058823529412,1.67647058823529,0.632352941176471,3.23529411764706,3.26470588235294,28.5,4,0.535,0.53,0.25,0.21,0.35,4.23,3.2,3.8,4.2
"12862",2014,"Ed Davis",0.0155567113295806,"PF",24,63,4,15.1746031746032,15.9,0.542,0,0.307,11.4,20.9,16.1,4.5,0.9,3.7,10.8,17.8,1.2,1.4,2.6,0.129,-1.9,0.5,-1.3,0.2,0.534,0,0.534,0.534,0.528,1.46031746031746,2.66666666666667,0.428571428571429,0.26984126984127,0.682539682539683,0.634920634920635,1.80952380952381,5.66666666666667,-1.4,0.529,0.528,0.23,-0.19,0.93,-2,-2.2,-1.8,0
"12673",2013,"Wesley Johnson",0.0156120417866698,"SF",25,50,21,19.06,10.3,0.485,0.391,0.088,2.5,12.4,7.3,5.9,1.2,1.4,10.4,21.4,-0.5,0.5,0,0,-2.6,-2.3,-4.9,-0.7,0.407,0.323,0.461,0.47,0.771,0.42,2.04,0.68,0.44,0.36,0.96,1.12,7.98,-4.6,0.512,0.513,-0.77,-0.13,0.73,-4.06,-2.7,-3.7,0
"2504",1995,"Jason Kidd",0.156,"PG",21,79,79,33.7721518987342,15.1,0.471,0.3,0.321,5.8,11.9,8.7,33.2,2.9,0.6,20.4,19,1.1,2.6,3.7,0.066,0.8,0.9,1.7,2.5,0.385,0.272,0.433,0.426,0.698,1.92405063291139,3.51898734177215,7.68354430379747,1.91139240506329,0.30379746835443,3.16455696202532,1.84810126582278,11.6708860759494,1.7,0.509,0.514,0.93,0.3,-3.89,2.4,0.9,1.3,2.3
"13461",2015,"Dwight Howard",0.319419485714286,"C",29,41,41,29.8292682926829,19.2,0.596,0.005,0.641,10,28.9,19.5,7.3,1.1,3.4,17.5,23.3,1.4,2.2,3.6,0.14,-2.4,1.2,-1.2,0.3,0.593,0.5,0.594,0.595,0.528,2.68292682926829,7.82926829268293,1.21951219512195,0.682926829268293,1.29268292682927,2.80487804878049,3.34146341463415,15.7560975609756,-1.2,0.548,0.545,0.31,-0.07,-0.76,-0.85,0.8,-0.2,0.9
"2618",1995,"P.J. Brown",0.0417391304347826,"C",25,80,63,30.825,12.1,0.492,0.042,0.363,7.9,13.7,10.8,8.6,1.5,3.8,10.8,13.2,1.7,2.9,4.6,0.09,-1.7,3,1.3,2,0.446,0.167,0.458,0.449,0.671,2.225,3.8625,1.6875,0.8625,1.6875,1,3.275,8.1375,1,0.518,0.521,0.87,-0.17,1.27,1.79,0.1,0.7,1.7
"5689",2001,"Jud Buechler",0.0847058823529412,"SF",32,57,3,12.9298245614035,9.9,0.57,0.47,0.073,2.9,11,6.8,8.4,1.4,1,12.9,11.4,0.8,0.7,1.5,0.098,-1.1,0.1,-1,0.2,0.463,0.416,0.506,0.561,0.75,0.350877192982456,1.29824561403509,0.684210526315789,0.368421052631579,0.175438596491228,0.43859649122807,1.45614035087719,3.3859649122807,-1.1,0.498,0.497,-0.68,0.17,3.64,-1.16,-3.3,-2.3,0
"11471",2011,"Sebastian Telfair",0.0258424643373992,"PG",25,37,8,19.2162162162162,10.5,0.497,0.324,0.249,2.6,5.9,4.2,24.2,1.7,0.3,19.3,19.9,0,0.2,0.1,0.008,-1.6,-2.9,-4.5,-0.4,0.402,0.359,0.423,0.461,0.733,0.459459459459459,1,3,0.675675675675676,0.0810810810810811,1.72972972972973,1.72972972972973,7.18918918918919,0.2,0.561,0.56,0.45,-0.06,1.33,-1.61,-2,-1.2,0.3
"9639",2008,"Randolph Morris",0.0135920415814588,"C",22,18,2,10.0555555555556,4.3,0.396,0,0.5,7.3,16.2,11.6,1.8,1.2,0.9,11.3,19.8,-0.3,0.1,-0.2,-0.061,-7.7,-3.1,-10.8,-0.4,0.362,0,0.362,0.362,0.483,0.666666666666667,1.38888888888889,0.111111111111111,0.222222222222222,0.111111111111111,0.5,2.05555555555556,3.11111111111111,-10.2,0.518,0.519,-0.8,-0.49,-2.64,-10.2,-4.8,-6.6,0
"8651",2006,"Willie Green",0.0526959631128258,"SG",24,10,2,15.3,8.6,0.513,0.288,0.076,0.8,10.7,5.7,5.7,0.7,0,15,23.9,-0.2,0,-0.1,-0.038,-4.5,-4.8,-9.3,-0.3,0.424,0.526,0.383,0.5,0.8,0.1,1.4,0.5,0.2,0,1.2,1.3,7,-8.6,0.538,0.538,-1.87,-0.14,-0.94,-8.45,-3.6,-5.2,0
"10105",2009,"Larry Hughes",0.236659757365685,"SF-SG",30,55,20,26.8909090909091,13.4,0.515,0.346,0.26,1.2,11,6,12.6,2.5,0.7,10.3,20.6,0.8,1.3,2.1,0.07,-0.5,-0.6,-1.1,0.3,0.402,0.389,0.409,0.469,0.807,0.290909090909091,2.6,2.16363636363636,1.30909090909091,0.254545454545455,1.29090909090909,1.74545454545455,11.6363636363636,-0.9,0.541,0.541,0.52,-0.01,0.41,-0.85,-0.6,-0.8,0.5
"13576",2015,"Jason Smith",0.0614285714285714,"C",28,82,31,21.7682926829268,12,0.497,0.071,0.258,6.2,15,10.5,13.5,0.9,2.1,13.6,19.7,0.5,0.7,1.2,0.032,-2.5,-0.9,-3.4,-0.6,0.434,0.357,0.44,0.447,0.83,1.19512195121951,2.75609756097561,1.70731707317073,0.390243902439024,0.536585365853659,1.26829268292683,2.5,8,-3.4,0.508,0.509,-0.63,-0.07,-1.28,-1.48,-2.6,-3.1,-0.1
"2576",1995,"Mahmoud Abdul-Rauf",0.11304347826087,"PG",25,73,43,28.5205479452055,17.8,0.543,0.214,0.155,1.9,5.9,3.9,23,1.9,0.3,10,25.8,3.8,1.3,5,0.115,2.2,-2.8,-0.6,0.7,0.47,0.386,0.492,0.511,0.885,0.438356164383562,1.43835616438356,3.6027397260274,1.05479452054795,0.123287671232877,1.63013698630137,1.72602739726027,15.958904109589,-0.6,0.556,0.558,-0.49,0.16,-0.22,-0.99,0.3,-0.2,0.9
"10734",2010,"Marreese Speights",0.0305623320239818,"C",22,62,1,16.3870967741935,17.6,0.524,0.011,0.327,9.7,19.7,14.6,6.2,1.5,2.6,9.1,25.1,1.2,0.9,2.1,0.101,-1.9,-2,-3.9,-0.5,0.477,0,0.483,0.477,0.745,1.37096774193548,2.69354838709677,0.580645161290323,0.467741935483871,0.548387096774194,0.82258064516129,2.45161290322581,8.58064516129032,-4,0.534,0.535,0.5,-0.19,-0.99,-2.84,-2.9,-3.4,0
"1040",1992,"Fat Lever",0.128714285714286,"SG",31,31,5,28.5161290322581,14.9,0.452,0.149,0.229,6.5,13.1,9.7,19,2.6,0.8,8.6,20.4,0.5,0.8,1.3,0.07,0.3,0.9,1.2,0.7,0.387,0.327,0.397,0.411,0.75,1.80645161290323,3.38709677419355,3.45161290322581,1.48387096774194,0.387096774193548,1.16129032258065,2.35483870967742,11.1935483870968,1,0.502,0.504,0.74,0.02,-0.72,1.91,-1.4,-0.2,0.9
"9190",2008,"Al Thornton",0.0302699386503067,"PF",24,79,31,27.3164556962025,12.7,0.504,0.149,0.331,5.2,14,9.6,8.4,1.1,1.5,11.4,24.1,-0.5,1.6,1.1,0.025,-2.5,-1.3,-3.8,-1,0.429,0.331,0.447,0.454,0.743,1.24050632911392,3.29113924050633,1.24050632911392,0.582278481012658,0.544303797468354,1.62025316455696,2.46835443037975,12.7215189873418,-3.6,0.52,0.522,-0.61,-0.13,-0.9,-2.79,-1.1,-2.5,-0.1
"3442",1997,"Don MacLean",0.0788104089219331,"SF",27,37,2,19.8108108108108,14.4,0.493,0.104,0.266,5.9,15.1,10.4,9.4,0.8,1,10.3,26.2,0.3,0.2,0.5,0.031,-2.5,-3.8,-6.3,-0.8,0.447,0.316,0.462,0.463,0.66,1.10810810810811,2.67567567567568,1,0.324324324324324,0.27027027027027,1.27027027027027,1.91891891891892,10.8648648648649,-6.2,0.518,0.52,-1.56,-0.14,-1.14,-4.85,-2.6,-4.3,0
"12754",2014,"Brandon Knight",0.0563532387219535,"PG",22,72,69,33.3333333333333,16.5,0.523,0.31,0.296,2.1,10.3,6.1,26.6,1.5,0.6,13.2,26.8,2.4,0.4,2.8,0.055,2,-2.9,-0.9,0.7,0.422,0.325,0.466,0.473,0.802,0.638888888888889,2.90277777777778,4.88888888888889,0.958333333333333,0.236111111111111,2.61111111111111,2.02777777777778,17.9305555555556,-0.9,0.519,0.518,-0.66,0.27,-0.83,1.05,-0.2,-0.6,0.6
"13664",2015,"Klay Thompson",0.221428571428571,"SG",24,77,77,31.8831168831169,20.8,0.591,0.42,0.197,1.2,9.4,5.4,14.6,1.7,1.8,9.5,27.6,5.7,3.1,8.8,0.172,3.6,-1,2.7,2.9,0.463,0.439,0.481,0.555,0.879,0.350649350649351,2.85714285714286,2.88311688311688,1.12987012987013,0.779220779220779,1.93506493506494,1.58441558441558,21.6623376623377,2.7,0.572,0.567,0.22,0.13,1.51,1.38,2.3,2.5,3.3
"7371",2004,"Reggie Evans",0.0200592660132209,"PF",23,75,27,17.0666666666667,9.9,0.471,0.018,0.897,14.5,23,18.8,3.7,2.3,0.6,22,10.7,0.7,1.1,1.7,0.065,-2.5,0.4,-2.1,0,0.406,0,0.414,0.406,0.561,2.08,3.36,0.44,0.72,0.133333333333333,0.866666666666667,2.34666666666667,2.89333333333333,-1.7,0.54,0.542,0.16,-0.34,1.11,-2.3,-2.1,-2.1,0
